PO_ID,Supplier,Material,Category,Quantity,Unit_Price_USD,Total_Spend_USD,Purchase_Date,Lead_Time_Days,Delivery_Date,On_Time,Facility,Country
PO-10144,BioSupply Partners,Packaging Film,Packaging,151,16.39,2474.89,2024-07-25,9,2024-08-02,Yes,Facility E - Singapore,Germany
PO-11174,Vertex Bio Supply,Packaging Film,Packaging,1399,11.99,16774.01,2024-07-25,9,2024-08-05,Yes,"Facility B - Indianapolis, IN",India
PO-10021,PharmaCorp Global,Blister Packs,Packaging,1620,8.02,12992.4,2024-07-26,14,2024-08-07,Yes,"Facility D - Cork, Ireland",USA
PO-10887,BioSupply Partners,Packaging Film,Packaging,494,18.19,8985.86,2024-07-26,9,2024-08-06,Yes,"Facility D - Cork, Ireland",Germany
PO-10858,ChemPro Solutions,Cold Chain Packaging,Packaging,6338,17.09,108316.42,2024-07-26,15,2024-08-08,Yes,Facility E - Singapore,India
PO-10635,MedSource Industries,Glass Vials,Packaging,662,4.57,3025.34,2024-07-26,17,2024-08-13,Yes,"Facility B - Indianapolis, IN",USA
PO-10564,Vertex Bio Supply,Glass Vials,Packaging,4344,4.7,20416.8,2024-07-28,16,2024-08-13,Yes,Facility C - Puerto Rico,India
PO-10233,ChemPro Solutions,Glass Vials,Packaging,1729,4.2,7261.8,2024-07-28,16,2024-08-13,Yes,Facility C - Puerto Rico,India
PO-10586,BioSupply Partners,Filtration Media,Manufacturing Consumables,2281,66.52,151732.12,2024-07-28,30,2024-08-29,Yes,"Facility B - Indianapolis, IN",Germany
PO-10759,PurePharm Supply Co,Sterile Syringes,Medical Devices,1096,3.18,3485.28,2024-07-29,22,2024-08-19,Yes,"Facility B - Indianapolis, IN",USA
PO-11007,PharmaCorp Global,Sterile Syringes,Medical Devices,1392,3.51,4885.92,2024-07-30,11,2024-08-11,Yes,Facility E - Singapore,USA
PO-11132,BioSupply Partners,Blister Packs,Packaging,2278,8.12,18497.36,2024-07-31,16,2024-08-16,Yes,"Facility D - Cork, Ireland",Germany
PO-10731,PurePharm Supply Co,Glass Vials,Packaging,1568,6.1,9564.8,2024-07-31,17,2024-08-18,Yes,"Facility D - Cork, Ireland",USA
PO-10646,Meridian Chem Group,Excipients,Raw Materials,2529,64.99,164359.71,2024-08-01,20,2024-09-03,No,"Facility D - Cork, Ireland",China
PO-10710,BioSupply Partners,Blister Packs,Packaging,1678,9.16,15370.48,2024-08-01,13,2024-08-16,Yes,Facility E - Singapore,Germany
PO-10336,MedSource Industries,Excipients,Raw Materials,3558,71.37,253934.46,2024-08-01,20,2024-08-23,Yes,Facility C - Puerto Rico,USA
PO-10221,Meridian Chem Group,Packaging Film,Packaging,771,11.1,8558.1,2024-08-01,8,2024-08-11,Yes,"Facility D - Cork, Ireland",China
PO-10322,NovaChem Ltd,Blister Packs,Packaging,1510,6.42,9694.2,2024-08-02,11,2024-08-13,Yes,Facility E - Singapore,China
PO-10569,NovaChem Ltd,Filtration Media,Manufacturing Consumables,1042,53.46,55705.32,2024-08-04,22,2024-08-24,Yes,"Facility D - Cork, Ireland",China
PO-10323,PurePharm Supply Co,Glass Vials,Packaging,565,6.18,3491.7,2024-08-05,11,2024-08-15,Yes,"Facility A - New Brunswick, NJ",USA
PO-11061,NovaChem Ltd,Excipients,Raw Materials,4050,61.95,250897.5,2024-08-06,21,2024-08-29,Yes,"Facility D - Cork, Ireland",China
PO-11058,PharmaCorp Global,Excipients,Raw Materials,256,88.01,22530.56,2024-08-07,16,2024-08-25,Yes,Facility E - Singapore,USA
PO-10225,GlobalMed Ingredients,Packaging Film,Packaging,2325,15.33,35642.25,2024-08-07,9,2024-08-18,Yes,"Facility D - Cork, Ireland",Ireland
PO-10445,Meridian Chem Group,Sterile Syringes,Medical Devices,4580,2.21,10121.8,2024-08-07,19,2024-09-05,No,Facility C - Puerto Rico,China
PO-10761,GlobalMed Ingredients,Cold Chain Packaging,Packaging,1277,25.59,32678.43,2024-08-08,15,2024-08-24,Yes,"Facility A - New Brunswick, NJ",Ireland
PO-10853,ChemPro Solutions,Lab Reagents,Lab Supplies,748,94.37,70588.76,2024-08-08,18,2024-09-07,No,Facility E - Singapore,India
PO-10843,ChemPro Solutions,Cold Chain Packaging,Packaging,747,18.59,13886.73,2024-08-08,11,2024-08-23,No,Facility C - Puerto Rico,India
PO-10424,NovaChem Ltd,Glass Vials,Packaging,211,3.46,730.06,2024-08-08,18,2024-08-27,Yes,"Facility D - Cork, Ireland",China
PO-10488,BioSupply Partners,Sterile Syringes,Medical Devices,510,3.54,1805.4,2024-08-09,24,2024-09-04,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10295,Apex Pharma Materials,Lab Reagents,Lab Supplies,2404,139.93,336391.72,2024-08-10,15,2024-08-27,Yes,"Facility D - Cork, Ireland",Switzerland
PO-10816,Meridian Chem Group,Packaging Film,Packaging,813,10.52,8552.76,2024-08-10,10,2024-08-19,Yes,"Facility A - New Brunswick, NJ",China
PO-10202,Meridian Chem Group,Stainless Steel Components,Manufacturing Consumables,2385,205.86,490976.1,2024-08-11,26,2024-09-10,No,Facility C - Puerto Rico,China
PO-10823,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,1852,46.96,86969.92,2024-08-12,11,2024-08-22,Yes,"Facility A - New Brunswick, NJ",India
PO-10099,Apex Pharma Materials,Blister Packs,Packaging,343,9.34,3203.62,2024-08-13,10,2024-09-06,No,"Facility A - New Brunswick, NJ",Switzerland
PO-10912,Apex Pharma Materials,Packaging Film,Packaging,1129,17.25,19475.25,2024-08-13,7,2024-08-19,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10205,Apex Pharma Materials,Sterile Syringes,Medical Devices,654,3.85,2517.9,2024-08-14,9,2024-08-25,Yes,Facility E - Singapore,Switzerland
PO-10422,GlobalMed Ingredients,Sterile Syringes,Medical Devices,2404,3.27,7861.08,2024-08-15,21,2024-09-06,Yes,Facility C - Puerto Rico,Ireland
PO-10889,Apex Pharma Materials,Stainless Steel Components,Manufacturing Consumables,1311,313.11,410487.21,2024-08-15,19,2024-09-03,Yes,"Facility D - Cork, Ireland",Switzerland
PO-11036,Meridian Chem Group,Blister Packs,Packaging,2337,5.99,13998.63,2024-08-15,16,2024-09-02,Yes,"Facility B - Indianapolis, IN",China
PO-10070,PharmaCorp Global,Glass Vials,Packaging,112,5.22,584.64,2024-08-15,13,2024-08-27,Yes,"Facility A - New Brunswick, NJ",USA
PO-10455,Apex Pharma Materials,Excipients,Raw Materials,2169,91.48,198420.12,2024-08-16,20,2024-09-05,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10647,PurePharm Supply Co,Excipients,Raw Materials,2039,96.14,196029.46,2024-08-16,18,2024-09-02,Yes,Facility C - Puerto Rico,USA
PO-10893,NovaChem Ltd,Filtration Media,Manufacturing Consumables,719,43.94,31592.86,2024-08-19,19,2024-09-06,Yes,"Facility A - New Brunswick, NJ",China
PO-10926,MedSource Industries,Active Pharmaceutical Ingredient (API),Raw Materials,4002,475.97,1904831.94,2024-08-19,34,2024-09-23,Yes,Facility E - Singapore,USA
PO-10127,BioSupply Partners,Lab Reagents,Lab Supplies,1428,114.98,164191.44,2024-08-20,17,2024-09-08,Yes,Facility E - Singapore,Germany
PO-11184,Apex Pharma Materials,Lab Reagents,Lab Supplies,438,157.5,68985.0,2024-08-20,19,2024-09-08,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10014,Vertex Bio Supply,Packaging Film,Packaging,1338,11.27,15079.26,2024-08-21,9,2024-08-30,Yes,"Facility A - New Brunswick, NJ",India
PO-10609,Apex Pharma Materials,Lab Reagents,Lab Supplies,2275,131.55,299276.25,2024-08-21,15,2024-09-06,Yes,Facility E - Singapore,Switzerland
PO-11176,BioSupply Partners,Sterile Syringes,Medical Devices,1902,3.56,6771.12,2024-08-21,23,2024-09-15,Yes,Facility C - Puerto Rico,Germany
PO-10364,Apex Pharma Materials,Packaging Film,Packaging,1596,15.35,24498.6,2024-08-22,11,2024-09-02,Yes,Facility E - Singapore,Switzerland
PO-10668,PurePharm Supply Co,Packaging Film,Packaging,725,16.93,12274.25,2024-08-22,11,2024-09-04,Yes,Facility C - Puerto Rico,USA
PO-10470,GlobalMed Ingredients,Lab Reagents,Lab Supplies,1511,140.54,212355.94,2024-08-23,15,2024-09-09,Yes,"Facility B - Indianapolis, IN",Ireland
PO-10729,MedSource Industries,Cold Chain Packaging,Packaging,742,22.49,16687.58,2024-08-23,11,2024-09-01,Yes,"Facility D - Cork, Ireland",USA
PO-10199,Vertex Bio Supply,Excipients,Raw Materials,418,70.48,29460.64,2024-08-25,23,2024-09-18,Yes,Facility C - Puerto Rico,India
PO-11024,ChemPro Solutions,Stainless Steel Components,Manufacturing Consumables,824,204.19,168252.56,2024-08-25,44,2024-10-10,Yes,"Facility B - Indianapolis, IN",India
PO-10928,ChemPro Solutions,Blister Packs,Packaging,1034,6.04,6245.36,2024-08-27,10,2024-09-24,No,"Facility B - Indianapolis, IN",India
PO-11141,PurePharm Supply Co,Excipients,Raw Materials,1587,94.15,149416.05,2024-08-28,16,2024-09-12,Yes,"Facility B - Indianapolis, IN",USA
PO-10533,PharmaCorp Global,Sterile Syringes,Medical Devices,1029,3.2,3292.8,2024-08-29,19,2024-09-19,Yes,Facility E - Singapore,USA
PO-10138,NovaChem Ltd,Lab Reagents,Lab Supplies,2411,85.84,206960.24,2024-08-29,18,2024-09-18,Yes,"Facility A - New Brunswick, NJ",China
PO-10188,Meridian Chem Group,Filtration Media,Manufacturing Consumables,1448,43.28,62669.44,2024-08-29,18,2024-09-18,Yes,"Facility B - Indianapolis, IN",China
PO-11187,GlobalMed Ingredients,Packaging Film,Packaging,631,16.75,10569.25,2024-08-29,7,2024-09-13,No,Facility E - Singapore,Ireland
PO-10442,BioSupply Partners,Blister Packs,Packaging,4041,9.64,38955.24,2024-08-30,14,2024-09-13,Yes,Facility E - Singapore,Germany
PO-10597,PurePharm Supply Co,Sterile Syringes,Medical Devices,1337,2.9,3877.3,2024-08-30,28,2024-09-25,Yes,"Facility B - Indianapolis, IN",USA
PO-10892,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,2807,73.12,205247.84,2024-09-01,29,2024-09-30,Yes,Facility C - Puerto Rico,USA
PO-11087,MedSource Industries,Cold Chain Packaging,Packaging,2057,21.91,45068.87,2024-09-01,13,2024-09-16,Yes,Facility E - Singapore,USA
PO-11056,PurePharm Supply Co,Excipients,Raw Materials,2316,73.8,170920.8,2024-09-02,10,2024-09-24,No,"Facility B - Indianapolis, IN",USA
PO-10959,PharmaCorp Global,Lab Reagents,Lab Supplies,2756,134.22,369910.32,2024-09-03,22,2024-09-23,Yes,Facility C - Puerto Rico,USA
PO-10308,PurePharm Supply Co,Stainless Steel Components,Manufacturing Consumables,571,327.8,187173.8,2024-09-04,38,2024-10-14,Yes,Facility E - Singapore,USA
PO-10863,Apex Pharma Materials,Stainless Steel Components,Manufacturing Consumables,2498,293.95,734287.1,2024-09-05,22,2024-09-28,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10111,GlobalMed Ingredients,Active Pharmaceutical Ingredient (API),Raw Materials,2702,468.36,1265508.72,2024-09-06,36,2024-10-12,Yes,"Facility B - Indianapolis, IN",Ireland
PO-10296,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,937,429.54,402478.98,2024-09-08,51,2024-11-12,No,Facility C - Puerto Rico,USA
PO-10944,NovaChem Ltd,Glass Vials,Packaging,1457,3.97,5784.29,2024-09-08,18,2024-09-26,Yes,"Facility A - New Brunswick, NJ",China
PO-10698,PurePharm Supply Co,Cold Chain Packaging,Packaging,1365,21.0,28665.0,2024-09-09,5,2024-09-14,Yes,"Facility B - Indianapolis, IN",USA
PO-10491,ChemPro Solutions,Packaging Film,Packaging,1625,12.62,20507.5,2024-09-09,8,2024-09-16,Yes,Facility C - Puerto Rico,India
PO-10807,PurePharm Supply Co,Active Pharmaceutical Ingredient (API),Raw Materials,2383,482.65,1150154.95,2024-09-10,55,2024-11-06,Yes,Facility E - Singapore,USA
PO-10211,Apex Pharma Materials,Cold Chain Packaging,Packaging,1736,26.82,46559.52,2024-09-10,14,2024-09-22,Yes,Facility C - Puerto Rico,Switzerland
PO-10299,NovaChem Ltd,Cold Chain Packaging,Packaging,1871,16.76,31357.96,2024-09-11,15,2024-09-25,Yes,"Facility D - Cork, Ireland",China
PO-10238,ChemPro Solutions,Stainless Steel Components,Manufacturing Consumables,997,275.21,274384.37,2024-09-11,41,2024-10-24,Yes,"Facility A - New Brunswick, NJ",India
PO-10903,Apex Pharma Materials,Cold Chain Packaging,Packaging,2562,24.87,63716.94,2024-09-11,16,2024-09-27,Yes,Facility E - Singapore,Switzerland
PO-10972,NovaChem Ltd,Packaging Film,Packaging,5146,11.32,58252.72,2024-09-12,13,2024-09-25,Yes,"Facility D - Cork, Ireland",China
PO-10304,Vertex Bio Supply,Cold Chain Packaging,Packaging,1843,17.67,32565.81,2024-09-12,10,2024-09-22,Yes,Facility E - Singapore,India
PO-10923,Vertex Bio Supply,Glass Vials,Packaging,316,4.47,1412.52,2024-09-13,18,2024-10-15,No,Facility E - Singapore,India
PO-10895,Apex Pharma Materials,Filtration Media,Manufacturing Consumables,1427,82.99,118426.73,2024-09-13,25,2024-10-14,No,Facility E - Singapore,Switzerland
PO-11116,NovaChem Ltd,Lab Reagents,Lab Supplies,3147,92.96,292545.12,2024-09-14,18,2024-09-30,Yes,"Facility A - New Brunswick, NJ",China
PO-10857,Vertex Bio Supply,Glass Vials,Packaging,1219,4.44,5412.36,2024-09-14,11,2024-09-27,Yes,Facility C - Puerto Rico,India
PO-10075,PharmaCorp Global,Sterile Syringes,Medical Devices,1124,3.56,4001.44,2024-09-15,20,2024-10-04,Yes,"Facility B - Indianapolis, IN",USA
PO-10976,PurePharm Supply Co,Lab Reagents,Lab Supplies,2225,140.19,311922.75,2024-09-15,13,2024-09-28,Yes,Facility C - Puerto Rico,USA
PO-10641,ChemPro Solutions,Cold Chain Packaging,Packaging,1761,18.71,32948.31,2024-09-15,7,2024-09-24,Yes,Facility E - Singapore,India
PO-11068,GlobalMed Ingredients,Excipients,Raw Materials,2068,70.33,145442.44,2024-09-16,13,2024-09-30,Yes,"Facility B - Indianapolis, IN",Ireland
PO-11147,MedSource Industries,Packaging Film,Packaging,2049,15.99,32763.51,2024-09-16,12,2024-09-30,Yes,"Facility A - New Brunswick, NJ",USA
PO-10194,ChemPro Solutions,Glass Vials,Packaging,2166,3.61,7819.26,2024-09-17,19,2024-10-05,Yes,"Facility D - Cork, Ireland",India
PO-10632,Vertex Bio Supply,Cold Chain Packaging,Packaging,566,18.14,10267.24,2024-09-17,8,2024-09-25,Yes,"Facility D - Cork, Ireland",India
PO-10999,NovaChem Ltd,Blister Packs,Packaging,1545,6.68,10320.6,2024-09-21,16,2024-10-08,Yes,"Facility B - Indianapolis, IN",China
PO-10180,Apex Pharma Materials,Packaging Film,Packaging,1967,19.71,38769.57,2024-09-22,7,2024-09-27,Yes,Facility E - Singapore,Switzerland
PO-11084,ChemPro Solutions,Cold Chain Packaging,Packaging,609,15.72,9573.48,2024-09-23,13,2024-10-06,Yes,Facility E - Singapore,India
PO-10481,Vertex Bio Supply,Stainless Steel Components,Manufacturing Consumables,343,219.26,75206.18,2024-09-23,44,2024-11-08,Yes,"Facility B - Indianapolis, IN",India
PO-10250,ChemPro Solutions,Lab Reagents,Lab Supplies,1394,81.94,114224.36,2024-09-24,14,2024-10-06,Yes,Facility E - Singapore,India
PO-10993,PharmaCorp Global,Sterile Syringes,Medical Devices,1533,3.52,5396.16,2024-09-25,12,2024-10-09,Yes,Facility E - Singapore,USA
PO-10994,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,2096,67.57,141626.72,2024-09-25,29,2024-10-23,Yes,Facility E - Singapore,USA
PO-10841,BioSupply Partners,Stainless Steel Components,Manufacturing Consumables,214,334.27,71533.78,2024-09-25,32,2024-10-29,Yes,"Facility A - New Brunswick, NJ",Germany
PO-11038,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,2236,60.72,135769.92,2024-09-25,34,2024-10-27,Yes,Facility C - Puerto Rico,USA
PO-10129,NovaChem Ltd,Sterile Syringes,Medical Devices,529,2.49,1317.21,2024-09-26,17,2024-10-22,No,Facility E - Singapore,China
PO-10827,ChemPro Solutions,Cold Chain Packaging,Packaging,2019,18.65,37654.35,2024-09-27,14,2024-10-10,Yes,Facility E - Singapore,India
PO-10133,BioSupply Partners,Active Pharmaceutical Ingredient (API),Raw Materials,829,484.12,401335.48,2024-09-27,73,2024-12-07,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10880,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,381,68.86,26235.66,2024-09-28,16,2024-10-14,Yes,"Facility A - New Brunswick, NJ",USA
PO-10938,BioSupply Partners,Cold Chain Packaging,Packaging,631,25.49,16084.19,2024-09-28,20,2024-10-16,Yes,"Facility D - Cork, Ireland",Germany
PO-10799,ChemPro Solutions,Glass Vials,Packaging,690,4.21,2904.9,2024-09-29,20,2024-10-21,Yes,"Facility B - Indianapolis, IN",India
PO-10871,ChemPro Solutions,Active Pharmaceutical Ingredient (API),Raw Materials,2024,317.16,641931.84,2024-09-29,45,2024-11-27,No,"Facility D - Cork, Ireland",India
PO-10952,Meridian Chem Group,Active Pharmaceutical Ingredient (API),Raw Materials,1689,331.66,560173.74,2024-09-30,41,2024-11-09,Yes,Facility E - Singapore,China
PO-10283,ChemPro Solutions,Filtration Media,Manufacturing Consumables,286,54.37,15549.82,2024-09-30,30,2024-10-31,Yes,"Facility D - Cork, Ireland",India
PO-11185,PurePharm Supply Co,Blister Packs,Packaging,1205,9.47,11411.35,2024-10-01,8,2024-10-10,Yes,Facility C - Puerto Rico,USA
PO-10666,NovaChem Ltd,Stainless Steel Components,Manufacturing Consumables,369,215.55,79537.95,2024-10-02,29,2024-10-29,Yes,"Facility A - New Brunswick, NJ",China
PO-10730,PharmaCorp Global,Packaging Film,Packaging,2327,13.66,31786.82,2024-10-02,9,2024-10-11,Yes,"Facility D - Cork, Ireland",USA
PO-10374,GlobalMed Ingredients,Blister Packs,Packaging,1131,7.45,8425.95,2024-10-02,9,2024-10-10,Yes,"Facility D - Cork, Ireland",Ireland
PO-11021,GlobalMed Ingredients,Glass Vials,Packaging,1439,4.81,6921.59,2024-10-02,7,2024-10-09,Yes,"Facility B - Indianapolis, IN",Ireland
PO-10615,PurePharm Supply Co,Excipients,Raw Materials,1905,98.32,187299.6,2024-10-02,24,2024-10-26,Yes,Facility C - Puerto Rico,USA
PO-11014,PharmaCorp Global,Blister Packs,Packaging,1786,7.62,13609.32,2024-10-03,12,2024-10-15,Yes,"Facility A - New Brunswick, NJ",USA
PO-10716,PurePharm Supply Co,Lab Reagents,Lab Supplies,1021,112.29,114648.09,2024-10-03,25,2024-10-29,Yes,"Facility D - Cork, Ireland",USA
PO-11165,MedSource Industries,Cold Chain Packaging,Packaging,1102,21.9,24133.8,2024-10-03,12,2024-10-19,No,"Facility B - Indianapolis, IN",USA
PO-10897,GlobalMed Ingredients,Blister Packs,Packaging,1245,7.95,9897.75,2024-10-03,11,2024-10-14,Yes,"Facility D - Cork, Ireland",Ireland
PO-10229,Vertex Bio Supply,Blister Packs,Packaging,2248,6.61,14859.28,2024-10-03,10,2024-10-12,Yes,"Facility A - New Brunswick, NJ",India
PO-10957,BioSupply Partners,Blister Packs,Packaging,946,7.71,7293.66,2024-10-03,17,2024-10-18,Yes,"Facility D - Cork, Ireland",Germany
PO-10230,Apex Pharma Materials,Packaging Film,Packaging,968,18.54,17946.72,2024-10-05,7,2024-10-10,Yes,Facility E - Singapore,Switzerland
PO-10538,Meridian Chem Group,Packaging Film,Packaging,6663,10.96,73026.48,2024-10-05,8,2024-10-12,Yes,Facility E - Singapore,China
PO-11048,GlobalMed Ingredients,Active Pharmaceutical Ingredient (API),Raw Materials,1029,401.13,412762.77,2024-10-06,30,2024-11-07,Yes,"Facility D - Cork, Ireland",Ireland
PO-10884,PharmaCorp Global,Lab Reagents,Lab Supplies,2605,130.01,338676.05,2024-10-06,10,2024-10-22,No,Facility C - Puerto Rico,USA
PO-10416,PharmaCorp Global,Cold Chain Packaging,Packaging,1140,25.99,29628.6,2024-10-07,17,2024-10-26,Yes,"Facility A - New Brunswick, NJ",USA
PO-10056,MedSource Industries,Sterile Syringes,Medical Devices,2960,2.63,7784.8,2024-10-08,17,2024-10-25,Yes,Facility C - Puerto Rico,USA
PO-10396,Meridian Chem Group,Glass Vials,Packaging,1875,4.27,8006.25,2024-10-09,20,2024-10-29,Yes,"Facility D - Cork, Ireland",China
PO-10013,ChemPro Solutions,Sterile Syringes,Medical Devices,1022,2.24,2289.28,2024-10-09,15,2024-10-25,Yes,Facility E - Singapore,India
PO-10084,BioSupply Partners,Packaging Film,Packaging,840,17.89,15027.6,2024-10-09,7,2024-10-15,Yes,Facility C - Puerto Rico,Germany
PO-10039,BioSupply Partners,Blister Packs,Packaging,2886,8.17,23578.62,2024-10-11,13,2024-10-23,Yes,Facility E - Singapore,Germany
PO-10386,Meridian Chem Group,Filtration Media,Manufacturing Consumables,2440,50.9,124196.0,2024-10-12,34,2024-12-01,No,"Facility B - Indianapolis, IN",China
PO-10438,ChemPro Solutions,Filtration Media,Manufacturing Consumables,2466,44.2,108997.2,2024-10-13,29,2024-11-12,Yes,Facility C - Puerto Rico,India
PO-10103,GlobalMed Ingredients,Blister Packs,Packaging,234,7.27,1701.18,2024-10-13,12,2024-10-23,Yes,Facility E - Singapore,Ireland
PO-10714,Vertex Bio Supply,Cold Chain Packaging,Packaging,716,18.59,13310.44,2024-10-13,13,2024-11-11,No,"Facility D - Cork, Ireland",India
PO-10149,Vertex Bio Supply,Cold Chain Packaging,Packaging,4008,16.62,66612.96,2024-10-13,19,2024-11-01,Yes,"Facility B - Indianapolis, IN",India
PO-10367,MedSource Industries,Glass Vials,Packaging,1212,4.91,5950.92,2024-10-14,19,2024-11-01,Yes,Facility C - Puerto Rico,USA
PO-10218,Vertex Bio Supply,Active Pharmaceutical Ingredient (API),Raw Materials,939,407.81,382933.59,2024-10-15,38,2024-11-24,Yes,Facility E - Singapore,India
PO-11057,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,3935,59.84,235470.4,2024-10-16,28,2024-11-11,Yes,Facility E - Singapore,USA
PO-10682,NovaChem Ltd,Lab Reagents,Lab Supplies,1404,95.78,134475.12,2024-10-16,20,2024-11-06,Yes,Facility E - Singapore,China
PO-10955,Apex Pharma Materials,Lab Reagents,Lab Supplies,2070,151.91,314453.7,2024-10-16,21,2024-11-04,Yes,Facility E - Singapore,Switzerland
PO-10078,PurePharm Supply Co,Cold Chain Packaging,Packaging,418,25.9,10826.2,2024-10-17,15,2024-10-31,Yes,"Facility D - Cork, Ireland",USA
PO-10899,GlobalMed Ingredients,Blister Packs,Packaging,966,7.93,7660.38,2024-10-19,6,2024-10-26,Yes,Facility E - Singapore,Ireland
PO-10527,GlobalMed Ingredients,Blister Packs,Packaging,1064,8.67,9224.88,2024-10-19,8,2024-10-27,Yes,Facility E - Singapore,Ireland
PO-10655,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,478,59.99,28675.22,2024-10-19,29,2024-11-18,Yes,Facility E - Singapore,USA
PO-10808,PharmaCorp Global,Cold Chain Packaging,Packaging,1242,25.43,31584.06,2024-10-19,14,2024-11-04,Yes,Facility E - Singapore,USA
PO-10017,Meridian Chem Group,Lab Reagents,Lab Supplies,2293,86.23,197725.39,2024-10-20,12,2024-11-02,Yes,"Facility B - Indianapolis, IN",China
PO-10748,Meridian Chem Group,Blister Packs,Packaging,1552,5.39,8365.28,2024-10-20,11,2024-10-30,Yes,Facility E - Singapore,China
PO-10277,PharmaCorp Global,Cold Chain Packaging,Packaging,1333,21.55,28726.15,2024-10-20,13,2024-11-01,Yes,"Facility A - New Brunswick, NJ",USA
PO-10079,Vertex Bio Supply,Sterile Syringes,Medical Devices,944,2.69,2539.36,2024-10-21,22,2024-11-10,Yes,"Facility A - New Brunswick, NJ",India
PO-10146,ChemPro Solutions,Excipients,Raw Materials,2733,69.62,190271.46,2024-10-21,23,2024-11-27,No,Facility C - Puerto Rico,India
PO-10473,ChemPro Solutions,Lab Reagents,Lab Supplies,2968,87.24,258928.32,2024-10-22,14,2024-11-07,Yes,"Facility A - New Brunswick, NJ",India
PO-10688,GlobalMed Ingredients,Lab Reagents,Lab Supplies,1635,135.56,221640.6,2024-10-23,21,2024-11-12,Yes,Facility C - Puerto Rico,Ireland
PO-10604,PharmaCorp Global,Packaging Film,Packaging,903,14.69,13265.07,2024-10-23,9,2024-11-03,Yes,"Facility B - Indianapolis, IN",USA
PO-11050,PurePharm Supply Co,Glass Vials,Packaging,2311,5.76,13311.36,2024-10-23,16,2024-11-07,Yes,"Facility B - Indianapolis, IN",USA
PO-10726,BioSupply Partners,Cold Chain Packaging,Packaging,1559,27.27,42513.93,2024-10-23,11,2024-11-02,Yes,"Facility D - Cork, Ireland",Germany
PO-10502,Apex Pharma Materials,Sterile Syringes,Medical Devices,260,2.94,764.4,2024-10-24,23,2024-11-16,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10165,Meridian Chem Group,Filtration Media,Manufacturing Consumables,4294,51.72,222085.68,2024-10-24,26,2024-11-25,No,"Facility A - New Brunswick, NJ",China
PO-10755,Apex Pharma Materials,Stainless Steel Components,Manufacturing Consumables,1762,386.91,681735.42,2024-10-25,30,2024-11-24,Yes,Facility E - Singapore,Switzerland
PO-10426,MedSource Industries,Blister Packs,Packaging,1895,8.24,15614.8,2024-10-26,9,2024-11-03,Yes,"Facility A - New Brunswick, NJ",USA
PO-10428,ChemPro Solutions,Sterile Syringes,Medical Devices,193,2.65,511.45,2024-10-28,16,2024-11-13,Yes,"Facility A - New Brunswick, NJ",India
PO-11096,PurePharm Supply Co,Packaging Film,Packaging,901,16.74,15082.74,2024-10-29,8,2024-11-07,Yes,Facility E - Singapore,USA
PO-10472,Apex Pharma Materials,Cold Chain Packaging,Packaging,792,22.03,17447.76,2024-10-29,10,2024-11-07,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10960,PurePharm Supply Co,Packaging Film,Packaging,2091,16.45,34396.95,2024-10-29,9,2024-11-09,Yes,"Facility A - New Brunswick, NJ",USA
PO-10209,GlobalMed Ingredients,Active Pharmaceutical Ingredient (API),Raw Materials,638,472.53,301474.14,2024-10-29,43,2024-12-26,No,"Facility A - New Brunswick, NJ",Ireland
PO-10155,NovaChem Ltd,Excipients,Raw Materials,1229,65.96,81064.84,2024-10-29,19,2024-11-18,Yes,Facility C - Puerto Rico,China
PO-10872,BioSupply Partners,Sterile Syringes,Medical Devices,1560,3.22,5023.2,2024-10-30,19,2024-11-20,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10626,PurePharm Supply Co,Sterile Syringes,Medical Devices,2764,3.39,9369.96,2024-10-30,20,2024-11-17,Yes,Facility E - Singapore,USA
PO-11043,Meridian Chem Group,Glass Vials,Packaging,3549,3.96,14054.04,2024-10-30,13,2024-11-30,No,"Facility D - Cork, Ireland",China
PO-10764,NovaChem Ltd,Filtration Media,Manufacturing Consumables,1200,53.92,64704.0,2024-11-01,25,2024-12-09,No,"Facility B - Indianapolis, IN",China
PO-10495,Apex Pharma Materials,Blister Packs,Packaging,833,10.29,8571.57,2024-11-01,9,2024-11-09,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10721,NovaChem Ltd,Lab Reagents,Lab Supplies,507,84.33,42755.31,2024-11-01,18,2024-11-21,Yes,"Facility D - Cork, Ireland",China
